id,birthdate,department,sex,panel,speed_test_average,leave_date,leave_reason
17620,1992-04-01,75,M,2,5256087,2018-11-21,exit
17621,1961-04-01,78,M,2,1202912,,
17622,1964-08-01,57,F,2,4040343,,
17623,1943-11-01,74,M,2,3281135,,
17624,1953-04-01,74,M,2,3785279,,
17625,1961-05-01,78,M,2,0,2017-03-22,exclusion
17626,1975-04-01,54,F,2,2624089,,
17627,1973-07-01,54,F,2,2253193,2017-11-10,exclusion
17628,1977-07-01,29,F,2,3080042,,
17629,1989-03-01,54,F,2,2799158,,
17630,1979-05-01,66,M,2,1976300,,
17631,1989-07-01,75,M,2,4563635,2018-04-25,exclusion
17632,1955-01-01,75,M,2,1978099,,
17633,1997-07-01,75,F,2,0,2017-12-14,exclusion
17634,1950-01-01,66,M,2,2689556,2019-08-23,exit
17635,1970-10-01,85,M,2,3179123,2018-11-12,exclusion
17636,1949-07-01,33,F,2,2574781,,
17637,1954-06-01,86,F,2,3006216,2019-08-23,exit
17638,1962-02-01,92,M,2,4936301,,
17639,1970-07-01,44,M,2,3446887,,
17640,1973-02-01,51,F,2,3628252,,
17641,1949-05-01,28,F,2,2159460,,
17642,1989-04-01,23,M,2,2556470,,
17643,1988-12-01,44,F,2,4448854,,
17644,1954-06-01,27,F,2,3390245,2019-02-06,exit
17645,1963-02-01,28,F,2,3894522,,
17646,1967-12-01,45,F,2,0,2017-09-21,exit
17647,1966-11-01,06,M,2,2968705,,
17648,1950-05-01,13,M,2,5927219,,
17649,1964-05-01,03,M,2,4127218,,
17650,1958-04-01,58,F,2,3438152,,
17651,1959-07-01,45,F,2,1050654,,
17652,1995-07-01,21,M,2,5473688,,
17653,1952-02-01,56,M,2,0,2017-03-22,exclusion
17654,1994-05-01,41,M,2,0,2017-06-26,exclusion
17655,1974-03-01,59,F,2,3289546,,
17656,1945-01-01,67,M,2,0,2017-03-15,exit
17657,1966-08-01,77,F,2,4058142,,
17658,1970-05-01,25,F,2,714891,,
17659,1948-05-01,25,M,2,2413316,,
17660,1970-05-01,92,F,2,4220443,,
17661,1975-04-01,28,M,2,1882454,,
17662,1972-05-01,75,F,2,4377992,2018-03-08,exit
17663,1963-12-01,51,F,2,3682379,,
17664,1978-05-01,75,M,2,5991395,,
17665,1963-06-01,83,F,2,3102578,,
17666,1988-12-01,13,M,2,3379744,,
17667,1959-08-01,33,M,2,3305440,,
17668,1946-11-01,13,F,2,2966379,,
17669,1945-01-01,13,F,2,4062362,,
17670,1962-03-01,81,M,2,1804478,2019-09-20,death
17671,1966-09-01,13,M,2,4025841,,
17672,1964-04-01,60,F,2,4195282,,
17673,1963-05-01,75,M,2,0,2017-04-26,exit
17674,1960-06-01,64,M,2,1205564,,
17675,1995-03-01,08,F,2,0,2017-06-26,exclusion
17676,1998-04-01,91,F,2,5287437,,
17677,1965-10-01,42,F,2,4741625,,
17678,1952-04-01,91,F,2,5083130,,
17679,1976-05-01,75,M,2,0,2017-02-22,exit
17680,1981-01-01,69,M,2,0,2018-03-21,exclusion
17681,1976-07-01,45,M,2,3247125,,
17682,1957-01-01,28,M,2,1753666,,
17683,1944-01-01,54,F,2,4825161,,
17684,1995-06-01,75,M,2,5179559,2018-07-09,exclusion
17685,1997-05-01,68,M,2,3742850,,
17686,1975-02-01,22,M,2,0,2017-03-22,exclusion
17687,1977-03-01,79,M,2,3487117,,
17688,1944-06-01,92,F,2,4101292,,
17689,1954-02-01,91,M,2,4667110,,
17690,1967-06-01,91,M,2,2453211,2019-03-04,exclusion
17691,1983-04-01,85,F,2,6008821,,
17692,1951-03-01,85,M,2,3517548,,
17693,1971-08-01,33,F,2,3092818,,
17694,1946-02-01,71,F,2,5453451,,
17695,1943-03-01,75,M,2,5503227,,
17696,1973-04-01,75,M,2,4607128,2018-11-29,exit
17697,1957-09-01,60,F,2,0,2016-09-22,exit
17698,1995-05-01,54,M,2,0,2017-02-28,exit
17699,1988-07-01,28,F,2,3149784,,
17700,1970-04-01,75,F,2,3796807,,
17701,1957-12-01,37,M,2,4693304,,
17702,1987-02-01,44,F,2,2706159,,
17703,1965-08-01,35,F,2,4438748,,
17704,1995-09-01,21,M,2,2397556,2017-09-04,exit
17705,1958-01-01,34,M,2,3519306,,
17706,1957-07-01,31,F,2,4226371,,
17707,1975-06-01,38,M,2,4905364,,
17708,1964-05-01,24,F,2,4718353,,
17709,1965-07-01,59,F,2,0,2016-11-21,exit
17710,1976-10-01,50,F,2,3692233,,
17711,1977-04-01,50,F,2,2510358,,
17712,1988-11-01,75,M,2,9046123,2018-03-21,exclusion
17713,1988-04-01,51,M,2,2484348,,
17714,1966-12-01,24,M,2,1440602,2018-10-31,exit
17715,1965-09-01,21,F,2,0,2016-10-14,exit
17716,1985-07-01,71,F,2,4551187,2018-11-12,exclusion
17717,1939-03-01,17,M,2,3143961,,
17718,1939-09-01,44,M,2,0,2016-08-04,exit
17719,1972-06-01,69,F,2,3676529,,
17720,1967-03-01,75,M,2,5535740,,
17721,1982-09-01,76,M,2,4439848,,
17722,1970-12-01,62,F,2,2499746,,
17723,1983-11-01,75,M,2,6480720,,
17724,1966-09-01,75,M,2,6149600,,
17725,1987-05-01,31,M,2,1859385,2017-08-16,exit
17726,1945-09-01,75,M,2,6440056,,
17727,1996-09-01,13,M,2,0,2017-11-10,exclusion
17728,1994-01-01,38,M,2,2299894,2019-03-04,exclusion
17729,1950-02-01,67,F,2,3547685,,
17730,1955-06-01,33,F,2,1546107,2018-12-04,exit
17731,1939-03-01,48,M,2,2139758,,
17732,1944-02-01,83,F,2,2947016,,
17733,1989-01-01,44,M,2,3235107,2017-09-21,exit
17734,1940-02-01,44,F,2,0,2016-08-10,exit
17735,1939-04-01,44,F,2,3736557,,
17736,1963-05-01,95,M,2,4355103,2018-10-18,exit
17737,1976-10-01,52,F,2,2191052,,
17738,1990-08-01,76,F,2,3976193,2018-05-17,exit
17739,1977-08-01,05,M,2,0,2016-12-01,res_conv
17740,1978-10-01,33,F,2,2968292,,
17741,1994-02-01,38,F,2,9719165,2018-03-21,exclusion
17742,1953-09-01,45,F,2,3610409,,
17743,1965-06-01,93,F,2,3584320,,
17744,1966-10-01,83,F,2,3697933,,
17745,1946-07-01,79,F,2,1319339,,
17746,1957-09-01,75,F,2,3741898,2017-09-07,exit
17747,1976-06-01,88,M,2,1916738,,
17748,1956-04-01,84,M,2,2492497,,
17749,1974-12-01,38,F,2,1137370,,
17750,1987-04-01,54,F,2,3296244,,
17751,1973-02-01,91,F,2,3365827,,
17752,1949-08-01,83,M,2,2625437,2018-05-17,exit
17753,1968-03-01,78,F,2,4121803,,
17754,1964-05-01,14,M,2,3025309,,
17755,1970-02-01,35,M,2,2557881,,
17756,1945-07-01,75,M,2,3118870,,
17757,1972-02-01,93,M,2,4409501,,
17758,1982-02-01,24,M,2,0,2017-10-17,exclusion
17759,1997-11-01,36,M,2,0,2016-11-03,res_conv
17760,1959-04-01,85,F,2,4100170,,
17761,1962-03-01,83,F,2,0,2016-09-22,exit
17762,1973-03-01,75,M,2,5279412,2018-02-02,exit
17763,1976-07-01,35,M,2,1871641,,
17764,1948-12-01,42,M,2,594166,,
17765,1979-01-01,93,M,2,4175048,,
17766,1970-05-01,66,M,2,2471529,,
17767,1969-11-01,67,F,2,0,2016-08-18,res_conv
17768,1968-12-01,31,M,2,2605862,,
17769,1973-01-01,69,M,2,4817647,,
17770,1955-06-01,79,F,2,2586065,,
17771,1953-06-01,34,M,2,4753947,,
17772,1963-08-01,76,M,2,2478627,,
17773,1959-09-01,29,F,2,2224250,,
17774,1942-03-01,29,M,2,3403166,,
17775,1955-11-01,29,F,2,3071965,,
17776,1956-03-01,69,M,2,0,2016-10-13,exit
17777,1969-01-01,95,M,2,3647644,,
17778,1966-02-01,13,F,2,5171952,,
17779,1977-09-01,33,F,2,3628099,,
17780,1994-04-01,44,F,2,3672079,,
